id,time,label,comment
5522,55:22,carlsen,by Katherine list so we got a service
5529,55:29,carlsen,seven again with these strange moves a
5529,55:29,firouzja,group 2 it's like press attacked what's
5532,55:32,firouzja,80386 included not sure who is getting
5534,55:34,carlsen,three and a six included yeah
5538,55:38,carlsen,don't know what to think about that
5538,55:38,firouzja,that manager in the cresset IP they take
5539,55:39,carlsen,please now Jeff is that the series issue
5545,55:45,firouzja,on each five I think yeah so takes we
5546,55:46,carlsen,okay G 594 totally just gonna take and
5552,55:52,carlsen,then two fine it might be three yes
5553,55:53,firouzja,should be five let's scope might be six
5557,55:57,firouzja,here he doesn't have might be five so
5602,56:02,firouzja,maybe I'm having the advantage stir
5607,56:07,firouzja,those that we should be too I guess and
5608,56:08,carlsen,pretty standard carries the tag stuff
5612,56:12,carlsen,but with the inclusion of courses a
5613,56:13,firouzja,might have six you want H five a g6
5615,56:15,carlsen,sticks a knife or 8 a 3 a 3 knife a 6
5620,56:20,firouzja,I mean rook c8 okay it goes on Castle we
5621,56:21,carlsen,and it's not clear that it's to his
5630,56:30,carlsen,benefit
5631,56:31,carlsen,Oh although of course a 6 is a more
5635,56:35,carlsen,standard neither Trevanian move and yeah
5635,56:35,firouzja,think it will play on console probably
5642,56:42,carlsen,I think it sound so clear that one
5643,56:43,firouzja,because clean f2 is very risky move
5646,56:46,firouzja,okay just cause we should is repack
5650,56:50,carlsen,beaver should be three I'm assuming his
5650,56:50,firouzja,Queen c7 long castle maybe he's having
5652,56:52,carlsen,intention is to go 95 next so I was kind
5655,56:55,firouzja,another plan okay he has to go Castle
5656,56:56,carlsen,of wanting to go f4 now
5702,57:02,carlsen,yeah just Castle looks good 95 UI for
5704,57:04,firouzja,yeah so it should be 70 takes I could
5707,57:07,carlsen,tank special D for should be friendly up
5709,57:09,firouzja,play the game
5711,57:11,carlsen,in there
5711,57:11,firouzja,I'm not sure
5713,57:13,carlsen,no I'm not push page six there should be
5717,57:17,carlsen,five takes then keen fades not so sure
5717,57:17,firouzja,we don't know what to do here yeah
5722,57:22,firouzja,that's copy 5 he goes for yeah and night
5726,57:26,carlsen,he goes be five I guess I gotta go right
5735,57:35,firouzja,eight five three be to make sticks be
5739,57:39,firouzja,should be for to page seven two two five
5744,57:44,firouzja,I have to play slicing but he has is
5753,57:53,firouzja,your position yes is your position for
5759,57:59,firouzja,short so does King okay he just takes so
5802,58:02,carlsen,hmm not too convinced by this month
5807,58:07,carlsen,because I've taken 54 if ePHI takes
5807,58:07,firouzja,now I have some counter play maybe is
5811,58:11,carlsen,Bishop h6 r g5 think that's pretty good
5812,58:12,firouzja,before then I have to go okay to seven
5815,58:15,carlsen,for me let me try it anyway
5816,58:16,firouzja,because if life takes before 95 now root
5818,58:18,carlsen,Oh Bishop h6 i also got Bishop e3 just a
5822,58:22,firouzja,each time so you go through q5 Bishop e7
5826,58:26,carlsen,blind yeah so he goes rogue h7 now I can
5831,58:31,carlsen,go can be one also that 5 was
5832,58:32,firouzja,[Music]
5833,58:33,firouzja,have to push
5834,58:34,carlsen,pro-slavery pretty strong with the same
5836,58:36,carlsen,idea Bishop h6 and just wish b3 tonight
5839,58:39,firouzja,let's push night a - okay put on dirt
5845,58:45,carlsen,a too strong
5846,58:46,firouzja,yeah so 94 525 fish every seven of
5858,58:58,carlsen,totally got it all night at 4:00
5901,59:01,carlsen,I feel like I'm just considerably better
5903,59:03,firouzja,course
5906,59:06,carlsen,right before SpaceX is coming page five
5908,59:08,firouzja,yeah yeah this is bad
5920,59:20,firouzja,everywhere is bad in v6 you could just
5940,59:40,firouzja,take money 6 g 7 but yeah it takes yeah
5944,59:44,carlsen,okay yeah he's trying to complicate it I
5947,59:47,carlsen,think I'm just I think I'm just winning
5951,59:51,carlsen,on 93 it's all pretty solid and yeah
5957,59:57,firouzja,this was a bad game okay we'll see
5959,59:59,carlsen,he's got um solvable problems there okay
6003,60:03,firouzja,before because negative 6 because you
6008,60:08,carlsen,okay can you go for try something more
6008,60:08,firouzja,guys today is a position ok change to
6012,60:12,firouzja,Lopes when it goes negative 6 again T 3
6015,60:15,carlsen,solid I have six what I beat it with in
6019,60:19,firouzja,C 3 cancel 92 let's go rookie 1 show
6021,60:21,carlsen,vikon's they should still be still there
6024,60:24,carlsen,okay right
6025,60:25,carlsen,unless he's come up with something new
6029,60:29,carlsen,and brilliant my supposed to be fine I
6030,60:30,firouzja,before it's gone I have one see what you
6036,60:36,firouzja,got here
6040,60:40,firouzja,b5 we should be three Michael Bishop d7
6046,60:46,carlsen,guess we should be three
6048,60:48,firouzja,I don't know he's using a lot of time
6050,60:50,carlsen,so it's surprising go age six
6055,60:55,firouzja,here so 93 those Bishop e6 shops III
6105,61:05,carlsen,Bhishma six rupees 6495 is playable this
6105,61:05,firouzja,wants t5 probably not I don't know we
6109,61:09,firouzja,justified so text she just takes
6111,61:11,carlsen,I don't see your invitation now at d5
6114,61:14,carlsen,should I have a very decent position she
6117,61:17,firouzja,okay so Queenie - hmm because g6 let's
6119,61:19,carlsen,doesn't have the usual like Italian sort
6122,61:22,carlsen,of play with knighted for and everything
6124,61:24,carlsen,as long as the as long as the bishop is
6128,61:28,carlsen,and I faked those ideas should not be
6131,61:31,carlsen,too successful so I'm just trying to
6131,61:31,firouzja,go H cravings okay I should just move
6134,61:34,carlsen,redeploy here Bishop g7 mmm yeah 97
6134,61:34,firouzja,around here and see what is going to
6137,61:37,firouzja,happen we shop is 695 for Daisy's idea
6144,61:44,carlsen,looks interesting in 2005 I guess I'm
6144,61:44,firouzja,but yeah he wants a 5 so how should I
6148,61:48,carlsen,just gonna go for that take a five I
6150,61:50,firouzja,put my pieces let's go here
6159,61:59,firouzja,[Music]
6201,62:01,firouzja,Knight of one I mean let's go before
6209,62:09,carlsen,suppose I think I got a fairly
6214,62:14,firouzja,[Music]
6215,62:15,firouzja,Queen c2 I think bad positions with
6219,62:19,carlsen,comfortable position here
6220,62:20,firouzja,right let's go here
6221,62:21,carlsen,Quincy - I'm just can't talk the King
6226,62:26,carlsen,away ships a fine
6229,62:29,firouzja,93 okay three I'm trying to perfectly
6231,62:31,carlsen,really sure what the bishop is doing
6232,62:32,carlsen,there
6236,62:36,carlsen,no7 there was not such an easy position
6240,62:40,carlsen,to play as a console to hear having to
6243,62:43,carlsen,to look for ideas
6243,62:43,firouzja,one so let's say Knight f4 we should be
6247,62:47,carlsen,yeah we got rid of that that ponen a sex
6248,62:48,firouzja,338 okay that's why I should say alright
6256,62:56,firouzja,that's connective one should be three
6300,63:00,carlsen,your phone is protected so that's not a
6303,63:03,carlsen,worry
6303,63:03,carlsen,I'd be several kicking the bishop away
6306,63:06,carlsen,oh I guess I'll just take it as a matter
6307,63:07,firouzja,they're just moving around this let's
6309,63:09,firouzja,see how okay just takes and cause 96
6313,63:13,carlsen,of fact these things not too much
6314,63:14,firouzja,okay so
6316,63:16,firouzja,[Music]
6319,63:19,firouzja,let's see what can I do okay one let's
6320,63:20,carlsen,happening Herod off you go if for
6325,63:25,carlsen,whenever I want not sure I really want
6326,63:26,firouzja,go to G find a fight simply g5 Robles is
6329,63:29,firouzja,move
6330,63:30,carlsen,that never okay one here's good at this
6333,63:33,firouzja,Rodriguez g5 but I don't see how he's
6334,63:34,carlsen,just keeping keeping the tension forcing
6336,63:36,firouzja,going to break so not see for let's
6338,63:38,carlsen,people to spend spend a bunch of time
6341,63:41,firouzja,connect it to might go c5 now okay I
6344,63:44,carlsen,okay yeah professional looks pretty good
6349,63:49,carlsen,but there's not that much to do and then
6350,63:50,firouzja,mean you could call it for afraid let's
6357,63:57,firouzja,see if he's going for it because genes
6358,63:58,carlsen,five Lorraine sleep okay yeah as I said
6359,63:59,firouzja,91 f3 g 3 queen a 5 pin gauge to cook a
6405,64:05,carlsen,the status quo is not great for me since
6408,64:08,carlsen,I'm a bit slower so I should try and try
6411,64:11,firouzja,robbery
6412,64:12,carlsen,and do something I guess native seven
6414,64:14,firouzja,let's see ninety seven out of seven dot
6416,64:16,carlsen,let's see four isn't so much I'm kind of
6420,64:20,carlsen,a knife 793 I'm taking take then he's
6421,64:21,firouzja,plus 95 95 okay let's go okay Sarah
6430,64:30,carlsen,got some good night so it's not clear at
6433,64:33,carlsen,all but I feel like I should be doing
6435,64:35,carlsen,okay okay seven
6444,64:44,firouzja,96 one problem much force near it goes
6446,64:46,carlsen,yeah
6453,64:53,firouzja,through t7 so nice if right he wants 52
6460,64:60,firouzja,it metaphor can create probably can
6505,65:05,carlsen,this I honest
6510,65:10,carlsen,you
6512,65:12,carlsen,I'll just go 95 16 your Tradeworks yeah
6513,65:13,firouzja,change I think but now he's wasting a
6516,65:16,firouzja,lot of time okay create an ID for just
6517,65:17,carlsen,dude I can't calculate just kind of crap
6523,65:23,carlsen,late let you fry at age 5 that was my
6530,65:30,carlsen,idea
6530,65:30,carlsen,I can't serve running away oh this is
6536,65:36,firouzja,age okay
6541,65:41,carlsen,clever doing take it come on so fucking
6605,66:05,carlsen,slow I could just have done it actually
6611,66:11,firouzja,she's insane
6612,66:12,firouzja,[Music]
6614,66:14,carlsen,that could be the point that wins me the
6614,66:14,firouzja,change tonight I should just give it to
6617,66:17,carlsen,match but he was just getting too
6619,66:19,carlsen,complacent he thought he'd flagged me
6619,66:19,firouzja,Mike and win the game man what's the
6622,66:22,carlsen,and then then I got this Wow yeah it's
6622,66:22,firouzja,game
6623,66:23,firouzja,what can I say okay let's try to win
6633,66:33,carlsen,not for the faint-hearted hearted huh
6633,66:33,firouzja,this game what can I do
6640,66:40,carlsen,okay let me try it go for this tape I
6640,66:40,firouzja,okay let's go d5 siscon 87 castle it
6647,66:47,carlsen,should be fine Turner with
6652,66:52,carlsen,that's
6656,66:56,firouzja,sings I don't know what to say okay you
6703,67:03,firouzja,won't say stick sticks takes rook e1
6705,67:05,carlsen,yeah nobody said it was easy no one ever
6705,67:05,firouzja,which visual design technology son okay
6710,67:10,carlsen,will be so hard
6714,67:14,firouzja,I feel like the fun this is my only
6719,67:19,firouzja,chance to win okay root gh I hope you
6724,67:24,carlsen,okay it's a bit tilty right though I
6725,67:25,firouzja,should be sneaks it takes I take so
6731,67:31,firouzja,probably goes d4 blowing castle once not
6732,67:32,carlsen,mean she knows that he probably is
6743,67:43,carlsen,playing such positions better than I am
6743,67:43,firouzja,a fun night I don't know
6745,67:45,carlsen,so in that sense is making a good choice
6745,67:45,firouzja,so thanks yeah probably nighter 493 but
6749,67:49,carlsen,here
6750,67:50,firouzja,Bishop g4 this is not very bad let's say
6752,67:52,carlsen,yeah like already messed up what am i
6801,68:01,firouzja,93 Bishop c4 will go for the endgame
6802,68:02,carlsen,doing
6805,68:05,carlsen,so I was thinking 93 buddy's got
6808,68:08,carlsen,efficient reform as it's just stupid you
6808,68:08,firouzja,should I go for the ingame h5 this is
6811,68:11,firouzja,the picture okay postage for me okay so
6812,68:12,carlsen,know age five when I'm just busted
6825,68:25,firouzja,we should with three Queen f3 and my h5
6829,68:29,firouzja,phone is rage so five was bad no problem
6837,68:37,carlsen,at the very least of Bishop f3 Queen f3
6838,68:38,firouzja,we don't make sure though let's take 36
6841,68:41,carlsen,Queen h4 h5 I'm still forcing the
6844,68:44,carlsen,exchange of Queens so it's not that bad
6844,68:44,firouzja,trying to play root of 6 and 6 here this
6848,68:48,carlsen,and it's probably good move bringing the
6851,68:51,carlsen,roof for
6859,68:59,carlsen,okay we can ice to do to counter that
6904,69:04,firouzja,is my only idea so I have to play it I
6907,69:07,firouzja,have a good points on center but is it
6911,69:11,firouzja,enough I'm not sure if you let's say
6912,69:12,carlsen,plan
6916,69:16,firouzja,brutish 195 31 953 cookies 7 ok maybe I
6925,69:25,carlsen,okay just like I'm thinking he was gonna
6930,69:30,firouzja,have to go looking 196 so okay the bus
6935,69:35,firouzja,route t1 look of war King give one to
6936,69:36,carlsen,wreck it for they can do this first of
6939,69:39,carlsen,course so I'm still hanging in there
6942,69:42,firouzja,give three 9 f3 loop t3 I don't like
6946,69:46,firouzja,that yeah let's go look for and look f3
6952,69:52,firouzja,Knight g4 9 th five look at five I have
6956,69:56,carlsen,sort of night five I guess roof T 494
6960,69:60,firouzja,so I think it blundered something here
7004,70:04,firouzja,way too good 5 he wants route before but
7005,70:05,carlsen,looks a bit unpleasant just wrap up my
7008,70:08,firouzja,okay 54
7014,70:14,firouzja,fifty-five shogunate c6 okay we can fix
7016,70:16,carlsen,own nights and manage not good got some
7024,70:24,carlsen,fire chances but I'm not optimistic
7024,70:24,firouzja,96 right blundering something you know
7028,70:28,firouzja,rocket for okay before this is not to
7034,70:34,firouzja,lose on time okay he blundered okay your
7043,70:43,firouzja,back stretch so now I think there are
7045,70:45,carlsen,sound it again okay I think I've
7047,70:47,firouzja,six week saying so let's go let's go
7049,70:49,carlsen,celebrated just way too early and I'm
7055,70:55,carlsen,just now it's six and a half
7101,71:01,firouzja,okay let's call it four I mean let's
7107,71:07,carlsen,all right so its first two two points
7110,71:10,firouzja,connect c3 I'm getting outplayed there
7112,71:12,carlsen,and multiple police don't recall that
7112,71:12,firouzja,so 93 Bishop c4 let's play this way t3
7115,71:15,carlsen,neither washer match goes for this
7120,71:20,firouzja,okay probably pro practice I don't know
7124,71:24,firouzja,[Music]
7126,71:26,firouzja,so let's see okay they go negative three
7127,71:27,carlsen,[Music]
7131,71:31,carlsen,do you 593 where's it playing so quickly
7131,71:31,firouzja,is done
7133,71:33,firouzja,95 we shot this stick so I go okay this
7137,71:37,carlsen,I don't get that it's nothing to be true
7138,71:38,firouzja,one cancel we shove these six
7145,71:45,firouzja,okay let's Bishop e7 so I take yeah
7146,71:46,carlsen,thrilled about here is there for him
7148,71:48,carlsen,should be 793 castles how the bishop
7150,71:50,firouzja,Queen f3 so let's go h3 we should be 651
7152,71:52,carlsen,pair okay yeah some problems were to put
7160,71:60,firouzja,I think like this
7206,72:06,firouzja,like it better here but I'm not sure
7207,72:07,firouzja,what a but I have to play it precisely
7209,72:09,carlsen,this particular mission
7210,72:10,firouzja,because he has two bishops so can i
7215,72:15,carlsen,don't really know what to do
7215,72:15,firouzja,donate see 555 95 it's possible I think
7217,72:17,carlsen,so I'm just gonna play quickly but you
7220,72:20,carlsen,certainly got some advantage Sharon that
7222,72:22,carlsen,he's
7225,72:25,carlsen,and that is fluid walk faster than I
7227,72:27,carlsen,have
7227,72:27,firouzja,95 we see it
7230,72:30,firouzja,well that Scobie should be three trying
7233,72:33,carlsen,so neither for a queen Quincy ate here I
7234,72:34,firouzja,to take on a 71
7238,72:38,firouzja,so because Queen c7
7239,72:39,carlsen,guess I guess I'm going Queen c7 before
7241,72:41,firouzja,we shall be 428 okay so we should be 595
7247,72:47,carlsen,Quincy ate I'll listen getting bit by
7250,72:50,carlsen,fire I think you should have taken the
7256,72:56,carlsen,bishop probably had the chance
7257,72:57,firouzja,Vagos 97 54 we should have 6 okay it is
7258,72:58,carlsen,thank you so I guess I go see if I at
7307,73:07,firouzja,very messy position I'm not sure watch
7309,73:09,firouzja,my mouth so let's call native for
7312,73:12,carlsen,some point but I'm allowing matter for
7315,73:15,firouzja,because we should t5 I got 23 okay got
7317,73:17,carlsen,my journey I'm playing way too
7323,73:23,firouzja,c5 s coffee shops d3 now I should attack
7328,73:28,firouzja,now my pieces are in a very good place
7331,73:31,carlsen,hesitantly here crispy it up I don't
7331,73:31,firouzja,so you should have 894 should be 5
7343,73:43,firouzja,Knight g5 okay he goes have 6 so that's
7349,73:49,carlsen,like this
7353,73:53,firouzja,cool like before this is a good move so
7358,73:58,firouzja,now once crazy c6
7401,74:01,firouzja,so let's go to the teacher what can go
7407,74:07,firouzja,wrong
7408,74:08,carlsen,and if ads just try to be solid want to
7408,74:08,firouzja,look v1 so Quincy seven ago
7416,74:16,firouzja,Quinn g3 and my g6 no no okay 23 let's
7426,74:26,carlsen,connect those rocks
7427,74:27,firouzja,see Quincy six he got Knight of 6 we
7431,74:31,firouzja,have 6 56 okay now it's not easy to
7432,74:32,carlsen,cringes 3 is massively annoying I kind
7436,74:36,firouzja,defend this exponent sure maybe g5 he
7439,74:39,firouzja,has to blame but that looks very risky
7441,74:41,carlsen,of think can I think yes I can't not
7444,74:44,firouzja,he 596 mmm so I'm threatening Knight of
7446,74:46,carlsen,think cuz what I'm doing without
7448,74:48,carlsen,thinking is just really bad and no
7449,74:49,firouzja,6 and because 96 ith okay late night of
7451,74:51,carlsen,instincts right now just none they're
7455,74:55,carlsen,all gone your position is just lost I
7459,74:59,firouzja,6 of these things now this is wrong
7500,75:00,carlsen,can I try this but I don't think he's
7503,75:03,carlsen,just listens yeah I think this just went
7505,75:05,firouzja,yeah this is meaning this is beneath so
7508,75:08,carlsen,from I was going to route the IPS clean
7513,75:13,firouzja,let's say Queen c7 the screening for I
7519,75:19,firouzja,might take here
7522,75:22,carlsen,so badly just absolutely disgusting I'm
7522,75:22,firouzja,let's not chop this okay tonight night
7527,75:27,firouzja,is 5 this is we need shop g7 okay it
7534,75:34,carlsen,completely lost
7541,75:41,firouzja,takes on d1 it's fine
7545,75:45,firouzja,right of 692 795
7554,75:54,firouzja,let's try 94
7555,75:55,carlsen,work if sex was resigns there this is
7558,75:58,carlsen,always still completely lost if you get
7602,76:02,firouzja,oh sure okay look these six everything
7607,76:07,firouzja,is on the tag so this is shalini yeah
7611,76:11,firouzja,this is very nice so yeah so I guess
7612,76:12,carlsen,bit of a mess so completely winning of
7615,76:15,carlsen,course
7617,76:17,carlsen,okay that's mate okay I'm just playing
7621,76:21,carlsen,so badly I got it I got it
7621,76:21,firouzja,you're seven I have 600 so one way is
7625,76:25,carlsen,just I really gotta get my own hand at
7626,76:26,firouzja,over
7627,76:27,firouzja,what okay before it goes 94 96 yeah
7629,76:29,carlsen,this point to know why I'm doing this
7633,76:33,firouzja,because III cancel I go c5 I mean that's
7644,76:44,firouzja,good t5 it takes so I will take and I
7653,76:53,carlsen,see the ad think this is not considered
7655,76:55,firouzja,don't think it's the point and go h6
7701,77:01,firouzja,this is a very solid position so should
7707,77:07,carlsen,that accurate supposed to be like a
7707,77:07,firouzja,I take not sure so I have to play fast
7711,77:11,firouzja,this is the important so Bishop with 496
7712,77:12,carlsen,little bit better here but whether I can
7715,77:15,carlsen,prove it that's not that's a very big if
7718,77:18,firouzja,Michael pointed to an technology six at
7721,77:21,carlsen,she just going through g4 okay I'm just
7722,77:22,firouzja,some point so nice it was g4 okay we
7726,77:26,carlsen,guess I'm just gonna go fridge
7729,77:29,firouzja,shall be 6 plus we should see 28 Luca g5
7733,77:33,carlsen,can always go Bishop c2 when i retrace
7736,77:36,carlsen,the attack d4 and now KH 1 i suppose
7739,77:39,firouzja,I think ok how can i play it's connected
7753,77:53,firouzja,suddenly if we cook
7757,77:57,firouzja,this is really the negative rate might
7800,78:00,carlsen,it's a bit weird okay Quinn d3 i
7802,78:02,firouzja,go Bishop III it wasn't even so he wants
7804,78:04,carlsen,affinity guess I'm going roof j1 claim
7808,78:08,carlsen,for g5 at some point yeah so so easy for
7813,78:13,firouzja,to five if I look in of 65 so here like
7817,78:17,carlsen,him to play her mm-hmm can go f4 guess
7827,78:27,firouzja,she says so if because Knight f4 I take
7831,78:31,firouzja,on before of course and if he goes okay
7835,78:35,firouzja,goes Bishop d2 winner six g5 let's
7837,78:37,carlsen,I'll come just continue developing for
7840,78:40,carlsen,the moment Queen f6 is left by 95 nah
7844,78:44,firouzja,develop this Bishop I gave him a 4
7849,78:49,carlsen,gotta wear for all right I'm missing
7850,78:50,firouzja,give him a 4 ok he's attacking this
7851,78:51,carlsen,something tactically I don't think so
7857,78:57,carlsen,this is probably a quite strong
7907,79:07,carlsen,yeah rook informant done at 5:00 it's
7911,79:11,firouzja,everything so let's connect a faith in
7915,79:15,carlsen,very very good
7919,79:19,carlsen,okay I'm just quite 5g Frey is coming
7924,79:24,carlsen,next still chief on it right
7927,79:27,firouzja,each work
7933,79:33,firouzja,gee five push-ups e7 Bishop a4 takes
7937,79:37,carlsen,it's got 94 then Rooker for I don't
7943,79:43,carlsen,think he has anything there before takes
7946,79:46,firouzja,things
7946,79:46,firouzja,yeah sure okay yeah so for a hit finish
7956,79:56,firouzja,five takes takes Knight d5 stuff he
8006,80:06,firouzja,takes angle Queen and he takes ankle 95
8007,80:07,carlsen,Queen h5 still alive
8009,80:09,carlsen,which is a bit annoying okay take it
8012,80:12,firouzja,but then opens up a pitch shot so he
8017,80:17,firouzja,probably going to take a look when Jesus
8019,80:19,firouzja,no okay
8023,80:23,firouzja,native son should take right okay yeah
8032,80:32,carlsen,without the Queen his Kings it's gonna
8035,80:35,carlsen,be way too weak I think 23 yeah this
8035,80:35,firouzja,this is not good communicate mated me
8044,80:44,carlsen,just came over kitsch English sex
8048,80:48,firouzja,good this was
8053,80:53,carlsen,with janitors scrimmage for 9:06 there's
8055,80:55,firouzja,I understood meted his attacks okay this
8057,80:57,carlsen,Queen h4 King just saw in Queen Giovanna
8059,80:59,firouzja,is the last game okay let's go
8100,81:00,carlsen,okay let me now just continue on this
8105,81:05,firouzja,I don't know before let's see what is
8113,81:13,firouzja,going to play 96 no okay let's play this
8117,81:17,carlsen,path let's go with the with the Sicilian
8120,81:20,carlsen,this time he still goes 43 but I think
8126,81:26,carlsen,what he was doing here was not that
8128,81:28,carlsen,impressive
8130,81:30,firouzja,9250
8134,81:34,firouzja,[Music]
8138,81:38,carlsen,no I just scream these six Queens Queen
8138,81:38,firouzja,is read cost castle
8145,81:45,carlsen,feels really funny on the North Korea so
8146,81:46,firouzja,so let's go d4 will collect c8 would be
8147,81:47,carlsen,he goes for this hmm
8154,81:54,carlsen,Brooks yank the night before is in
8157,81:57,carlsen,Ashland right before a 392 Queen d3
8159,81:59,firouzja,one country should keep up this time so
8203,82:03,firouzja,this is important this is not a bad
8206,82:06,firouzja,position right Knight c3 we should
8210,82:10,carlsen,probably don't have anything there so
8214,82:14,firouzja,before we cut so H four okay once
8215,82:15,carlsen,let me just double rooks
8227,82:27,carlsen,so much for Space Age 3 now should i do
8227,82:27,firouzja,negative four what a return of Bishop d2
8234,82:34,firouzja,[Music]
8236,82:36,firouzja,which five 94-94 Bishop differently for
8240,82:40,firouzja,X amount X takes okay
8244,82:44,carlsen,then
8245,82:45,carlsen,94 doesn't really work take everything
8248,82:48,firouzja,nice hanging at the end of the line now
8249,82:49,carlsen,no it doesn't work let me just make
8251,82:51,firouzja,so six I go to d5 so we shopped III got
8255,82:55,carlsen,useful waiting move I'm still not
8301,83:01,firouzja,94 let's go indeed show ok now I mean if
8304,83:04,carlsen,completely obvious how he's gonna
8305,83:05,carlsen,develop no gomini sex I think g5 I got
8317,83:17,firouzja,595 I mean let's go before okay now you
8320,83:20,carlsen,95 already tanks if this just wasn't a
8324,83:24,firouzja,got 94 threat okay let's go for it we
8335,83:35,firouzja,don't have time 95 23 takes takes takes
8336,83:36,carlsen,very good move by me no I think this was
8340,83:40,carlsen,bad ok I guess I'll take it - 6 Queen d6
8344,83:44,firouzja,95 55 nights before you should fall okay
8349,83:49,firouzja,Queen takes Queen T 338 let's cook when
8356,83:56,carlsen,whenever it gets so I got time to save
8359,83:59,carlsen,the save the rook I should at least not
8405,84:05,carlsen,be worse here 95 now yeah - this one
8411,84:11,firouzja,it's rain
8412,84:12,firouzja,so now we go doing everything night you
8416,84:16,firouzja,fall you got right each for we should be
8426,84:26,firouzja,six look see - okay
8431,84:31,firouzja,[Music]
8432,84:32,firouzja,93 94 look
8442,84:42,carlsen,see four guys I need for coming
8443,84:43,firouzja,before my missed night before 195
8448,84:48,carlsen,now I can't do that can I'd actually do
8449,84:49,firouzja,I got 95 okay yeah of course I got 95 so
8453,84:53,carlsen,that tastes 95 that's a problem that's a
8458,84:58,firouzja,lowish should not be that bad I'm
8460,84:60,firouzja,non-threatening without six so probably
8500,85:00,carlsen,major problem for me don't like it at
8504,85:04,firouzja,he has to go back to e5 now I got up one
8508,85:08,firouzja,time so let's go 95 if three it goes
8514,85:14,carlsen,all
8514,85:14,carlsen,95 ok I gotta play fast if I don't play
8521,85:21,firouzja,might be five probably and okay
8523,85:23,carlsen,fast not gonna lose for sure
8528,85:28,carlsen,I'll take 95 a bit lucky not to lose
8529,85:29,firouzja,king of to have fun so now I got b3 and
8534,85:34,carlsen,tactically kanji 796 first my three and
8538,85:38,carlsen,ninety-four is coming so he's got this
8542,85:42,carlsen,but annoying routine it's trying trying
8544,85:44,firouzja,93 so I will tow ready t-one we should
8546,85:46,carlsen,to protect my pieces my business that's
8549,85:49,firouzja,be to put detail f4 okay I got some five
8550,85:50,carlsen,probably bad mommy screams better yeah
8556,85:56,firouzja,ideas so put this vide twenty-five times
8606,86:06,carlsen,skinny five that's a father probably
8607,86:07,firouzja,better here okay through this six seater
8619,86:19,carlsen,gonna lose this and the match that's
8622,86:22,firouzja,3294
8624,86:24,firouzja,let's see your chief five which 8h five
8629,86:29,carlsen,game over
8639,86:39,carlsen,it's absolutely game over so bad mate
8640,86:40,firouzja,okay
8645,86:45,firouzja,24 and Nate okay I think this was the
8651,86:51,firouzja,last game right
8652,86:52,carlsen,okay good game although that was really
8654,86:54,firouzja,is it finished or not okay
8655,86:55,carlsen,horrible
8655,86:55,carlsen,I mean I just was way out of shape but
8659,86:59,carlsen,he deserves full credits well I I just
8660,86:60,firouzja,Bucky yes thank you yeah okay I think
8703,87:03,carlsen,got to be better but now he's amazingly
8710,87:10,firouzja,going to match it was 5050 I don't think
8713,87:13,firouzja,I'm most favored or I don't think he was
8715,87:15,firouzja,favorite so it was 50/50 but yeah and
8718,87:18,firouzja,also you can see my results it's very
8721,87:21,firouzja,close so it should be a little bit lucky
8724,87:24,firouzja,and it was a strange that if this in
8727,87:27,firouzja,this time code in this state not that be
8730,87:30,firouzja,very very less times he was the boss it
8733,87:33,firouzja,was the guy flagging and I had been in
8736,87:36,firouzja,position I thought if you need other way
8739,87:39,firouzja,but yeah okay
8746,87:46,firouzja,okay it was it is it was not real big
8749,87:49,firouzja,because of course it is three minute and
8752,87:52,firouzja,opening is important but not as much of
8755,87:55,firouzja,course I saw some lines but not much of
8758,87:58,firouzja,course so like normal preparation I
8802,88:02,firouzja,prefer classical okay are you preparing
8805,88:05,firouzja,not supporting for the masters yes yes
8810,88:10,firouzja,of course it's a very great tournament
8812,88:12,firouzja,and it is very generous my records that
8816,88:16,firouzja,he did this tournament because it's very
8820,88:20,firouzja,good for fans and players and yeah so
8824,88:24,firouzja,the public wants to know how many hours
8825,88:25,firouzja,do you prepare to your study chess per
8828,88:28,firouzja,day okay it's depends on a day but the
8834,88:34,firouzja,only thing I think about is chess of
8836,88:36,firouzja,course it's not anything else maybe the
8841,88:41,firouzja,whole day okay that's why now you are
8844,88:44,firouzja,beating the world champion actually okay
8851,88:51,firouzja,how he's working the lockdown good year
8859,88:59,firouzja,with the quarantine okay it's not of
8904,89:04,firouzja,course it it is not easy but it is not
8906,89:06,firouzja,our choice it is thing that happens yeah
8909,89:09,firouzja,but luckily for for this canteen we got
8911,89:11,firouzja,the Magnus yeah yeah but change a lot
8915,89:15,firouzja,you lie for you spend like your time in
8917,89:17,firouzja,your computer study chest like it
8920,89:20,firouzja,changed it changed a bit but not much
8922,89:22,firouzja,of course the richest players are for
8926,89:26,firouzja,games computer a lot but yeah of course
8928,89:28,firouzja,it changed a bit yeah okay last question
8932,89:32,firouzja,what about the mangas Carson
8934,89:34,firouzja,Invitational do you think like what are
8936,89:36,firouzja,your chances over there do you think
8937,89:37,firouzja,that you can beat many grandmasters many
8940,89:40,firouzja,of them played alone I played with them
8943,89:43,firouzja,already a lot we had some beans we had
8945,89:45,firouzja,some news but because of its rapids of
8948,89:48,firouzja,course I have some chances but of course
8951,89:51,firouzja,it's not much because I am the last seat
8954,89:54,firouzja,yeah
8955,89:55,firouzja,I am not the favorite of course well I
